stateabbr,statedesc,measureid,measure,category,county_count,mean_prevalence,median_prevalence,min_prevalence,max_prevalence
NJ,New Jersey,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,21,4.61,4.5,3.4,6.6
NJ,New Jersey,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,21,11.48,11.3,8.1,16.6
NJ,New Jersey,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,21,65.43,65.0,55.9,72.8
NJ,New Jersey,DEPRESSION,Depression among adults,Health Outcomes,21,16.5,16.3,13.0,19.5
NJ,New Jersey,DIABETES,Diagnosed diabetes among adults,Health Outcomes,21,9.24,8.9,7.0,12.1
NJ,New Jersey,DISABILITY,Any disability among adults,Disability,21,23.85,23.6,18.9,30.3
NJ,New Jersey,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,21,24.27,24.8,19.8,28.1
NJ,New Jersey,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,21,14.62,13.1,8.4,24.7
NJ,New Jersey,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,21,8.7,7.3,4.5,17.1
NJ,New Jersey,GHLTH,Fair or poor self-rated health status among adults,Health Status,21,16.28,15.8,11.8,24.1
NJ,New Jersey,HEARING,Hearing disability among adults,Disability,21,5.0,5.0,4.3,6.1
NJ,New Jersey,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,21,34.35,34.6,32.5,35.9
NJ,New Jersey,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,21,12.98,11.7,8.1,20.6
NJ,New Jersey,INDEPLIVE,Independent living disability among adults,Disability,21,6.6,6.5,4.9,9.5
NJ,New Jersey,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,21,7.76,7.3,5.2,12.3
NJ,New Jersey,LONELINESS,Loneliness among adults,Health-Related Social Needs,21,33.45,33.9,29.3,37.6
NJ,New Jersey,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,21,23.76,23.8,17.9,32.0
NJ,New Jersey,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,21,75.21,74.7,70.3,80.6
NJ,New Jersey,MHLTH,Frequent mental distress among adults,Health Status,21,15.97,16.1,13.5,18.4
NJ,New Jersey,MOBILITY,Mobility disability among adults,Disability,21,9.88,9.6,7.4,14.2
NJ,New Jersey,OBESITY,Obesity among adults,Health Outcomes,21,29.63,29.7,22.6,40.4
NJ,New Jersey,PHLTH,Frequent physical distress among adults,Health Status,21,11.6,11.5,9.4,15.2
NJ,New Jersey,SELFCARE,Self-care disability among adults,Disability,21,3.02,2.8,2.1,4.8
NJ,New Jersey,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,21,7.46,7.0,4.7,12.3
NJ,New Jersey,SLEEP,Short sleep duration among adults,Health Risk Behaviors,21,38.14,38.5,33.0,43.4
NJ,New Jersey,STROKE,Stroke among adults,Health Outcomes,21,2.66,2.6,2.1,3.6
NJ,New Jersey,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,21,9.82,9.2,5.4,16.2
NJ,New Jersey,VISION,Vision disability among adults,Disability,21,4.36,4.1,2.9,7.0
NM,New Mexico,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,33,17.41,17.2,5.9,26.6
NM,New Mexico,ARTHRITIS,Arthritis among adults,Health Outcomes,33,22.4,22.3,18.9,25.8
NM,New Mexico,BINGE,Binge drinking among adults,Health Risk Behaviors,33,15.27,15.1,12.7,18.3
NM,New Mexico,BPHIGH,High blood pressure among adults,Health Outcomes,33,31.32,31.4,24.3,36.8
NM,New Mexico,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,33,53.74,53.9,50.5,56.0
NM,New Mexico,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,33,5.91,6.0,4.8,7.0
NM,New Mexico,CASTHMA,Current asthma among adults,Health Outcomes,33,10.0,9.8,8.6,14.2
NM,New Mexico,CHD,Coronary heart disease among adults,Health Outcomes,33,6.25,6.3,4.0,8.9
NM,New Mexico,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,33,66.19,66.0,64.6,69.2
NM,New Mexico,CHOLSCREEN,Cholesterol screening among adults,Prevention,33,80.63,80.4,75.8,86.5
NM,New Mexico,COGNITION,Cognitive disability among adults,Disability,33,17.18,17.3,9.7,23.8
NM,New Mexico,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,33,49.87,49.1,40.7,60.0
NM,New Mexico,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,33,6.23,6.3,3.2,10.8
NM,New Mexico,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,33,14.99,15.0,7.1,27.1
NM,New Mexico,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,33,57.4,56.8,46.6,78.0
NM,New Mexico,DEPRESSION,Depression among adults,Health Outcomes,33,23.35,23.5,19.8,25.7
NM,New Mexico,DIABETES,Diagnosed diabetes among adults,Health Outcomes,33,12.12,12.4,6.7,17.9
NM,New Mexico,DISABILITY,Any disability among adults,Disability,33,34.13,34.7,20.1,43.3
NM,New Mexico,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,33,25.68,25.5,20.2,32.5
NM,New Mexico,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,33,23.92,24.3,6.9,43.0
NM,New Mexico,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,33,19.98,20.3,4.6,39.8
NM,New Mexico,GHLTH,Fair or poor self-rated health status among adults,Health Status,33,24.58,25.1,11.0,35.3
NM,New Mexico,HEARING,Hearing disability among adults,Disability,33,7.66,7.6,5.0,11.5
NM,New Mexico,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,33,29.88,30.0,27.5,31.9
NM,New Mexico,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,33,19.19,19.1,6.9,30.2
NM,New Mexico,INDEPLIVE,Independent living disability among adults,Disability,33,9.78,9.7,4.6,16.8
NM,New Mexico,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,33,12.43,12.4,4.7,24.0
NM,New Mexico,LONELINESS,Loneliness among adults,Health-Related Social Needs,33,35.12,34.9,31.9,38.2
NM,New Mexico,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,33,26.74,27.6,12.7,34.6
NM,New Mexico,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,33,68.09,67.5,57.6,76.2
NM,New Mexico,MHLTH,Frequent mental distress among adults,Health Status,33,17.58,17.5,13.0,23.7
NM,New Mexico,MOBILITY,Mobility disability among adults,Disability,33,14.59,14.7,7.0,21.9
NM,New Mexico,OBESITY,Obesity among adults,Health Outcomes,33,35.36,35.6,25.1,41.4
NM,New Mexico,PHLTH,Frequent physical distress among adults,Health Status,33,15.41,15.4,9.0,21.8
NM,New Mexico,SELFCARE,Self-care disability among adults,Disability,33,4.78,4.9,1.9,7.8
NM,New Mexico,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,33,13.28,13.4,4.8,25.0
NM,New Mexico,SLEEP,Short sleep duration among adults,Health Risk Behaviors,33,35.51,36.0,27.9,40.8
NM,New Mexico,STROKE,Stroke among adults,Health Outcomes,33,3.42,3.5,2.0,5.7
NM,New Mexico,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,33,16.23,16.0,4.4,26.9
NM,New Mexico,VISION,Vision disability among adults,Disability,33,7.41,7.4,2.7,12.9
NV,Nevada,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,17,13.37,13.8,9.6,16.6
NV,Nevada,ARTHRITIS,Arthritis among adults,Health Outcomes,17,23.96,23.8,21.6,27.0
NV,Nevada,BINGE,Binge drinking among adults,Health Risk Behaviors,17,18.17,18.1,16.0,20.1
NV,Nevada,BPHIGH,High blood pressure among adults,Health Outcomes,17,30.79,31.1,26.9,34.6
NV,Nevada,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,17,52.85,52.4,51.0,55.0
NV,Nevada,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,17,7.06,7.0,6.1,7.6
NV,Nevada,CASTHMA,Current asthma among adults,Health Outcomes,17,10.82,10.7,9.8,12.1
NV,Nevada,CHD,Coronary heart disease among adults,Health Outcomes,17,5.95,5.8,4.9,7.5
NV,Nevada,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,17,70.24,70.2,68.3,72.8
NV,Nevada,CHOLSCREEN,Cholesterol screening among adults,Prevention,17,81.9,82.0,79.4,84.3
NV,Nevada,COGNITION,Cognitive disability among adults,Disability,17,17.32,17.1,14.4,21.0
NV,Nevada,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,17,54.69,55.1,49.3,59.5
NV,Nevada,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,17,7.1,6.8,5.5,9.7
NV,Nevada,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,17,16.57,16.4,12.6,22.2
NV,Nevada,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,17,57.66,57.4,52.3,67.2
NV,Nevada,DEPRESSION,Depression among adults,Health Outcomes,17,22.4,22.4,20.1,25.0
NV,Nevada,DIABETES,Diagnosed diabetes among adults,Health Outcomes,17,10.28,10.2,8.1,12.8
NV,Nevada,DISABILITY,Any disability among adults,Disability,17,34.16,34.4,28.4,41.1
NV,Nevada,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,17,26.32,26.2,23.0,28.7
NV,Nevada,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,17,17.86,17.5,11.6,26.4
NV,Nevada,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,17,15.44,14.2,8.9,25.4
NV,Nevada,GHLTH,Fair or poor self-rated health status among adults,Health Status,17,21.96,21.7,16.5,28.2
NV,Nevada,HEARING,Hearing disability among adults,Disability,17,7.44,7.4,6.3,9.0
NV,Nevada,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,17,33.09,32.8,31.7,34.2
NV,Nevada,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,17,14.98,14.9,10.7,20.0
NV,Nevada,INDEPLIVE,Independent living disability among adults,Disability,17,8.98,8.7,7.0,12.0
NV,Nevada,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,17,10.16,9.7,7.2,14.6
NV,Nevada,LONELINESS,Loneliness among adults,Health-Related Social Needs,17,36.38,36.2,33.5,39.2
NV,Nevada,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,17,25.37,25.6,18.8,31.6
NV,Nevada,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,17,70.95,71.3,67.3,74.4
NV,Nevada,MHLTH,Frequent mental distress among adults,Health Status,17,19.64,19.4,17.7,22.4
NV,Nevada,MOBILITY,Mobility disability among adults,Disability,17,13.83,13.6,10.6,17.9
NV,Nevada,OBESITY,Obesity among adults,Health Outcomes,17,34.56,35.0,27.3,40.1
NV,Nevada,PHLTH,Frequent physical distress among adults,Health Status,17,14.71,14.5,12.3,17.7
NV,Nevada,SELFCARE,Self-care disability among adults,Disability,17,3.89,3.7,2.8,5.4
NV,Nevada,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,17,9.89,9.2,6.7,14.5
NV,Nevada,SLEEP,Short sleep duration among adults,Health Risk Behaviors,17,38.02,38.2,33.9,41.4
NV,Nevada,STROKE,Stroke among adults,Health Outcomes,17,3.2,3.1,2.6,4.1
NV,Nevada,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,17,15.73,17.3,8.7,23.2
NV,Nevada,VISION,Vision disability among adults,Disability,17,5.58,5.4,3.8,7.9
NY,New York,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,62,7.01,6.7,4.9,15.9
NY,New York,ARTHRITIS,Arthritis among adults,Health Outcomes,62,23.2,23.6,17.4,26.2
NY,New York,BINGE,Binge drinking among adults,Health Risk Behaviors,62,18.76,19.05,14.7,21.7
NY,New York,BPHIGH,High blood pressure among adults,Health Outcomes,62,29.99,30.05,25.5,34.6
NY,New York,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,62,57.32,57.15,54.9,60.2
NY,New York,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,62,7.26,7.5,4.6,7.8
NY,New York,CASTHMA,Current asthma among adults,Health Outcomes,62,10.98,11.1,8.9,12.0
NY,New York,CHD,Coronary heart disease among adults,Health Outcomes,62,5.36,5.4,4.2,6.3
NY,New York,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,62,78.34,78.1,76.6,81.1
NY,New York,CHOLSCREEN,Cholesterol screening among adults,Prevention,62,87.0,86.75,85.3,89.8
NY,New York,COGNITION,Cognitive disability among adults,Disability,62,13.48,13.7,10.0,16.6
NY,New York,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,62,62.09,61.95,57.0,68.3
NY,New York,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,62,6.09,6.2,3.9,7.6
NY,New York,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,62,13.62,14.0,8.5,17.1
NY,New York,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,62,62.16,61.65,51.1,70.7
NY,New York,DEPRESSION,Depression among adults,Health Outcomes,62,21.05,21.75,14.0,24.5
NY,New York,DIABETES,Diagnosed diabetes among adults,Health Outcomes,62,9.17,9.0,7.6,14.8
NY,New York,DISABILITY,Any disability among adults,Disability,62,26.52,26.7,21.2,35.2
NY,New York,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,62,24.62,24.1,21.6,34.8
NY,New York,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,62,15.15,14.6,9.6,37.5
NY,New York,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,62,13.61,13.3,8.1,32.4
NY,New York,GHLTH,Fair or poor self-rated health status among adults,Health Status,62,16.81,16.75,12.6,29.2
NY,New York,HEARING,Hearing disability among adults,Disability,62,5.36,5.5,4.3,6.1
NY,New York,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,62,32.06,31.8,29.8,36.3
NY,New York,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,62,13.5,13.15,9.7,31.4
NY,New York,INDEPLIVE,Independent living disability among adults,Disability,62,7.85,7.95,5.7,11.3
NY,New York,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,62,8.32,8.2,5.9,16.5
NY,New York,LONELINESS,Loneliness among adults,Health-Related Social Needs,62,33.7,33.4,30.6,41.0
NY,New York,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,62,24.45,24.5,18.5,37.5
NY,New York,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,62,77.18,77.15,68.9,83.0
NY,New York,MHLTH,Frequent mental distress among adults,Health Status,62,17.35,17.75,14.2,19.2
NY,New York,MOBILITY,Mobility disability among adults,Disability,62,11.53,11.45,8.8,19.6
NY,New York,OBESITY,Obesity among adults,Health Outcomes,62,33.05,32.9,19.5,42.9
NY,New York,PHLTH,Frequent physical distress among adults,Health Status,62,12.71,12.85,10.3,16.3
NY,New York,SELFCARE,Self-care disability among adults,Disability,62,3.39,3.35,2.5,6.5
NY,New York,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,62,8.13,8.1,5.7,17.2
NY,New York,SLEEP,Short sleep duration among adults,Health Risk Behaviors,62,38.62,38.45,30.7,43.7
NY,New York,STROKE,Stroke among adults,Health Outcomes,62,2.88,2.9,2.3,4.0
NY,New York,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,62,13.49,13.15,6.6,23.3
NY,New York,VISION,Vision disability among adults,Disability,62,4.48,4.35,3.2,9.7
OH,Ohio,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,88,8.69,8.75,5.3,12.6
OH,Ohio,ARTHRITIS,Arthritis among adults,Health Outcomes,88,26.73,26.7,23.2,29.6
OH,Ohio,BINGE,Binge drinking among adults,Health Risk Behaviors,88,18.3,18.3,15.5,21.4
OH,Ohio,BPHIGH,High blood pressure among adults,Health Outcomes,88,33.98,33.85,28.2,39.3
OH,Ohio,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,88,60.69,60.7,58.8,63.1
OH,Ohio,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,88,7.48,7.5,6.5,7.8
OH,Ohio,CASTHMA,Current asthma among adults,Health Outcomes,88,11.14,11.15,9.5,12.1
OH,Ohio,CHD,Coronary heart disease among adults,Health Outcomes,88,6.17,6.2,4.4,7.7
OH,Ohio,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,88,77.16,77.0,74.1,80.1
OH,Ohio,CHOLSCREEN,Cholesterol screening among adults,Prevention,88,83.25,83.15,79.3,87.4
OH,Ohio,COGNITION,Cognitive disability among adults,Disability,88,15.44,15.45,9.9,19.7
OH,Ohio,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,88,58.41,58.7,51.6,67.1
OH,Ohio,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,88,7.59,7.6,4.4,10.5
OH,Ohio,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,88,17.5,17.6,9.9,23.3
OH,Ohio,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,88,60.05,59.6,50.9,73.2
OH,Ohio,DEPRESSION,Depression among adults,Health Outcomes,88,27.16,27.0,21.6,30.5
OH,Ohio,DIABETES,Diagnosed diabetes among adults,Health Outcomes,88,11.29,11.3,8.7,13.5
OH,Ohio,DISABILITY,Any disability among adults,Disability,88,29.31,29.45,19.0,36.2
OH,Ohio,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,88,21.89,21.9,18.1,25.2
OH,Ohio,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,88,14.61,14.8,7.8,20.3
OH,Ohio,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,88,12.39,12.35,5.3,19.8
OH,Ohio,GHLTH,Fair or poor self-rated health status among adults,Health Status,88,19.18,19.2,11.4,25.1
OH,Ohio,HEARING,Hearing disability among adults,Disability,88,6.28,6.3,4.8,7.7
OH,Ohio,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,88,32.01,31.95,29.0,35.3
OH,Ohio,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,88,12.02,12.2,7.2,15.0
OH,Ohio,INDEPLIVE,Independent living disability among adults,Disability,88,8.41,8.4,5.0,11.3
OH,Ohio,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,88,8.11,8.2,4.8,10.8
OH,Ohio,LONELINESS,Loneliness among adults,Health-Related Social Needs,88,35.75,35.8,30.8,39.4
OH,Ohio,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,88,27.91,28.15,17.1,36.9
OH,Ohio,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,88,73.92,73.7,65.8,83.5
