stateabbr,statedesc,measureid,measure,category,county_count,mean_prevalence,median_prevalence,min_prevalence,max_prevalence
OR,Oregon,HEARING,Hearing disability among adults,Disability,36,6.61,6.65,5.3,7.7
OR,Oregon,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,36,29.32,29.3,27.8,30.7
OR,Oregon,INDEPLIVE,Independent living disability among adults,Disability,36,8.59,8.7,6.5,10.5
OR,Oregon,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,36,21.12,20.85,15.6,27.7
OR,Oregon,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,36,75.15,75.4,67.9,82.0
OR,Oregon,MHLTH,Frequent mental distress among adults,Health Status,36,19.42,19.6,16.5,21.4
OR,Oregon,MOBILITY,Mobility disability among adults,Disability,36,12.54,12.7,9.6,16.0
OR,Oregon,OBESITY,Obesity among adults,Health Outcomes,36,35.51,35.75,26.8,43.6
OR,Oregon,PHLTH,Frequent physical distress among adults,Health Status,36,14.07,14.2,11.7,16.7
OR,Oregon,SELFCARE,Self-care disability among adults,Disability,36,3.54,3.6,2.6,4.9
OR,Oregon,SLEEP,Short sleep duration among adults,Health Risk Behaviors,36,32.81,33.25,25.6,36.0
OR,Oregon,STROKE,Stroke among adults,Health Outcomes,36,3.05,3.1,2.4,3.6
OR,Oregon,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,36,14.67,13.6,7.9,27.9
OR,Oregon,VISION,Vision disability among adults,Disability,36,4.84,4.75,3.6,7.2
PA,Pennsylvania,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,67,60.3,60.0,56.2,67.0
PA,Pennsylvania,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,67,62.19,61.8,52.4,71.1
PA,Pennsylvania,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,67,76.54,76.6,72.5,81.0
PA,Pennsylvania,SLEEP,Short sleep duration among adults,Health Risk Behaviors,67,39.41,39.3,32.6,46.0
PA,Pennsylvania,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,67,15.15,15.3,6.9,24.5
RI,Rhode Island,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,5,6.7,5.8,5.3,10.3
RI,Rhode Island,ARTHRITIS,Arthritis among adults,Health Outcomes,5,22.02,21.7,21.6,23.3
RI,Rhode Island,BINGE,Binge drinking among adults,Health Risk Behaviors,5,19.62,20.0,17.3,21.1
RI,Rhode Island,BPHIGH,High blood pressure among adults,Health Outcomes,5,29.18,28.2,27.4,31.5
RI,Rhode Island,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,5,56.54,56.0,55.1,59.3
RI,Rhode Island,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,5,7.44,7.7,6.4,7.9
RI,Rhode Island,CASTHMA,Current asthma among adults,Health Outcomes,5,11.34,10.9,10.8,12.4
RI,Rhode Island,CHD,Coronary heart disease among adults,Health Outcomes,5,4.9,4.7,4.6,5.5
RI,Rhode Island,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,5,83.12,83.2,82.2,84.0
RI,Rhode Island,CHOLSCREEN,Cholesterol screening among adults,Prevention,5,88.26,88.4,87.8,88.7
RI,Rhode Island,COGNITION,Cognitive disability among adults,Disability,5,13.06,12.1,11.8,15.4
RI,Rhode Island,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,5,69.54,70.2,66.1,71.1
RI,Rhode Island,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,5,5.3,5.1,4.8,6.0
RI,Rhode Island,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,5,11.22,10.6,9.8,12.8
RI,Rhode Island,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,5,73.26,74.5,67.7,76.7
RI,Rhode Island,DEPRESSION,Depression among adults,Health Outcomes,5,24.28,24.1,23.4,25.8
RI,Rhode Island,DIABETES,Diagnosed diabetes among adults,Health Outcomes,5,8.6,7.9,7.1,10.6
RI,Rhode Island,DISABILITY,Any disability among adults,Disability,5,23.66,21.6,20.9,28.8
RI,Rhode Island,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,5,20.52,20.0,18.3,24.7
RI,Rhode Island,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,5,11.88,9.7,9.0,19.6
RI,Rhode Island,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,5,10.46,8.6,7.8,16.9
RI,Rhode Island,GHLTH,Fair or poor self-rated health status among adults,Health Status,5,14.4,13.1,12.2,18.6
RI,Rhode Island,HEARING,Hearing disability among adults,Disability,5,5.38,5.4,5.1,5.7
RI,Rhode Island,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,5,29.66,29.6,28.5,30.8
RI,Rhode Island,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,5,10.9,9.2,8.6,17.3
RI,Rhode Island,INDEPLIVE,Independent living disability among adults,Disability,5,6.76,6.3,6.0,8.5
RI,Rhode Island,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,5,6.76,5.9,5.5,9.7
RI,Rhode Island,LONELINESS,Loneliness among adults,Health-Related Social Needs,5,33.4,32.0,29.8,38.1
RI,Rhode Island,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,5,20.7,18.4,16.8,28.2
RI,Rhode Island,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,5,82.54,82.4,80.6,83.9
RI,Rhode Island,MHLTH,Frequent mental distress among adults,Health Status,5,16.56,15.8,15.7,18.4
RI,Rhode Island,MOBILITY,Mobility disability among adults,Disability,5,9.36,8.6,8.1,12.1
RI,Rhode Island,OBESITY,Obesity among adults,Health Outcomes,5,29.66,28.0,26.0,33.7
RI,Rhode Island,PHLTH,Frequent physical distress among adults,Health Status,5,11.28,10.4,10.4,13.5
RI,Rhode Island,SELFCARE,Self-care disability among adults,Disability,5,2.7,2.4,2.3,3.6
RI,Rhode Island,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,5,6.94,6.0,5.6,10.3
RI,Rhode Island,SLEEP,Short sleep duration among adults,Health Risk Behaviors,5,33.8,33.1,29.7,38.0
RI,Rhode Island,STROKE,Stroke among adults,Health Outcomes,5,2.52,2.4,2.3,2.9
RI,Rhode Island,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,5,10.8,11.4,4.9,17.4
RI,Rhode Island,VISION,Vision disability among adults,Disability,5,3.66,3.2,3.1,5.1
SC,South Carolina,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,46,13.97,13.75,9.7,18.2
SC,South Carolina,ARTHRITIS,Arthritis among adults,Health Outcomes,46,25.5,25.7,22.2,28.5
SC,South Carolina,BINGE,Binge drinking among adults,Health Risk Behaviors,46,16.27,16.2,13.6,22.9
SC,South Carolina,BPHIGH,High blood pressure among adults,Health Outcomes,46,37.27,37.05,29.4,44.8
SC,South Carolina,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,46,63.93,63.55,59.3,67.1
SC,South Carolina,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,46,6.62,6.65,5.3,7.6
SC,South Carolina,CASTHMA,Current asthma among adults,Health Outcomes,46,10.23,10.2,8.8,11.5
SC,South Carolina,CHD,Coronary heart disease among adults,Health Outcomes,46,6.03,6.05,4.7,7.4
SC,South Carolina,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,46,79.08,78.9,76.6,81.8
SC,South Carolina,CHOLSCREEN,Cholesterol screening among adults,Prevention,46,84.11,84.15,81.5,86.9
SC,South Carolina,COGNITION,Cognitive disability among adults,Disability,46,16.63,16.4,12.4,20.6
SC,South Carolina,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,46,61.09,60.75,54.9,69.0
SC,South Carolina,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,46,7.38,7.35,5.0,10.2
SC,South Carolina,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,46,16.01,16.0,10.5,21.5
SC,South Carolina,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,46,57.38,57.85,41.9,70.1
SC,South Carolina,DEPRESSION,Depression among adults,Health Outcomes,46,23.07,22.85,19.5,26.9
SC,South Carolina,DIABETES,Diagnosed diabetes among adults,Health Outcomes,46,13.46,13.2,9.3,17.9
SC,South Carolina,DISABILITY,Any disability among adults,Disability,46,32.92,32.75,24.1,40.8
SC,South Carolina,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,46,26.64,26.4,20.4,33.9
SC,South Carolina,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,46,23.35,22.6,12.8,36.2
SC,South Carolina,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,46,15.42,14.35,7.3,27.1
SC,South Carolina,GHLTH,Fair or poor self-rated health status among adults,Health Status,46,22.41,22.0,13.7,30.5
SC,South Carolina,HEARING,Hearing disability among adults,Disability,46,6.24,6.25,5.2,7.2
SC,South Carolina,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,46,33.09,33.3,29.1,34.8
SC,South Carolina,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,46,17.93,17.2,10.8,27.0
SC,South Carolina,INDEPLIVE,Independent living disability among adults,Disability,46,10.04,9.8,6.8,13.9
SC,South Carolina,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,46,11.24,10.85,7.0,16.9
SC,South Carolina,LONELINESS,Loneliness among adults,Health-Related Social Needs,46,34.34,34.5,28.2,38.9
SC,South Carolina,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,46,28.46,28.8,18.2,37.3
SC,South Carolina,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,46,75.99,76.5,67.3,80.5
SC,South Carolina,MHLTH,Frequent mental distress among adults,Health Status,46,18.58,18.55,15.1,21.4
SC,South Carolina,MOBILITY,Mobility disability among adults,Disability,46,15.34,14.9,10.1,20.6
SC,South Carolina,OBESITY,Obesity among adults,Health Outcomes,46,39.15,38.35,29.9,46.9
SC,South Carolina,PHLTH,Frequent physical distress among adults,Health Status,46,14.37,14.2,10.8,17.5
SC,South Carolina,SELFCARE,Self-care disability among adults,Disability,46,4.74,4.6,3.0,7.0
SC,South Carolina,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,46,12.33,11.6,7.3,19.5
SC,South Carolina,SLEEP,Short sleep duration among adults,Health Risk Behaviors,46,39.11,39.1,30.6,46.1
SC,South Carolina,STROKE,Stroke among adults,Health Outcomes,46,3.82,3.7,2.7,5.2
SC,South Carolina,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,46,18.13,17.9,8.1,31.4
SC,South Carolina,VISION,Vision disability among adults,Disability,46,6.37,6.2,4.1,9.4
SD,South Dakota,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,66,10.04,9.45,6.8,18.9
SD,South Dakota,ARTHRITIS,Arthritis among adults,Health Outcomes,66,23.28,22.65,20.5,30.2
SD,South Dakota,BINGE,Binge drinking among adults,Health Risk Behaviors,66,19.92,20.6,14.3,22.6
SD,South Dakota,BPHIGH,High blood pressure among adults,Health Outcomes,66,30.68,29.4,27.1,42.5
SD,South Dakota,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,66,56.46,56.0,54.8,60.3
SD,South Dakota,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,66,7.51,7.6,6.1,8.0
SD,South Dakota,CASTHMA,Current asthma among adults,Health Outcomes,66,10.74,10.25,9.5,15.1
SD,South Dakota,CHD,Coronary heart disease among adults,Health Outcomes,66,6.18,5.7,4.6,11.4
SD,South Dakota,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,66,73.63,73.55,71.8,76.6
SD,South Dakota,CHOLSCREEN,Cholesterol screening among adults,Prevention,66,82.02,82.65,74.6,85.1
SD,South Dakota,COGNITION,Cognitive disability among adults,Disability,66,15.62,14.6,11.7,27.1
SD,South Dakota,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,66,56.64,57.65,41.2,66.0
SD,South Dakota,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,66,6.77,6.1,4.5,15.0
SD,South Dakota,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,66,18.29,16.3,11.6,40.3
SD,South Dakota,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,66,64.72,67.15,40.3,76.4
SD,South Dakota,DEPRESSION,Depression among adults,Health Outcomes,66,21.92,21.9,20.0,24.3
SD,South Dakota,DIABETES,Diagnosed diabetes among adults,Health Outcomes,66,11.07,9.9,8.1,23.8
SD,South Dakota,DISABILITY,Any disability among adults,Disability,66,30.9,28.9,23.3,52.3
SD,South Dakota,GHLTH,Fair or poor self-rated health status among adults,Health Status,66,18.77,16.6,12.0,41.1
SD,South Dakota,HEARING,Hearing disability among adults,Disability,66,7.88,7.2,6.1,14.5
SD,South Dakota,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,66,29.34,29.3,28.3,31.4
SD,South Dakota,INDEPLIVE,Independent living disability among adults,Disability,66,8.83,7.75,5.7,20.8
SD,South Dakota,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,66,25.35,23.65,17.3,42.3
SD,South Dakota,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,66,75.07,76.2,58.2,80.3
SD,South Dakota,MHLTH,Frequent mental distress among adults,Health Status,66,17.21,16.5,14.0,24.5
SD,South Dakota,MOBILITY,Mobility disability among adults,Disability,66,12.73,11.2,8.5,28.8
SD,South Dakota,OBESITY,Obesity among adults,Health Outcomes,66,37.23,35.9,30.9,50.2
SD,South Dakota,PHLTH,Frequent physical distress among adults,Health Status,66,13.0,12.0,9.4,23.6
SD,South Dakota,SELFCARE,Self-care disability among adults,Disability,66,3.87,3.25,2.3,10.8
SD,South Dakota,SLEEP,Short sleep duration among adults,Health Risk Behaviors,66,31.88,31.15,26.9,40.5
SD,South Dakota,STROKE,Stroke among adults,Health Outcomes,66,3.35,3.0,2.4,7.4
SD,South Dakota,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,66,15.89,13.1,5.8,44.5
SD,South Dakota,VISION,Vision disability among adults,Disability,66,5.45,4.3,3.1,17.5
TN,Tennessee,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,95,13.24,13.2,7.4,20.4
TN,Tennessee,ARTHRITIS,Arthritis among adults,Health Outcomes,95,28.75,28.9,23.5,33.1
TN,Tennessee,BINGE,Binge drinking among adults,Health Risk Behaviors,95,15.64,15.8,12.5,17.0
TN,Tennessee,BPHIGH,High blood pressure among adults,Health Outcomes,95,37.13,37.2,31.1,46.8
TN,Tennessee,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,95,58.5,58.3,57.0,63.5
TN,Tennessee,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,95,7.25,7.4,5.8,7.6
TN,Tennessee,CASTHMA,Current asthma among adults,Health Outcomes,95,11.2,11.2,9.8,12.5
TN,Tennessee,CHD,Coronary heart disease among adults,Health Outcomes,95,6.53,6.5,4.4,9.0
TN,Tennessee,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,95,75.44,75.1,73.8,80.5
TN,Tennessee,CHOLSCREEN,Cholesterol screening among adults,Prevention,95,83.55,83.4,79.1,88.4
TN,Tennessee,COGNITION,Cognitive disability among adults,Disability,95,20.03,20.3,12.4,26.1
TN,Tennessee,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,95,55.91,55.7,49.7,64.4
TN,Tennessee,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,95,8.89,9.0,4.5,14.1
TN,Tennessee,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,95,20.69,21.0,10.1,29.9
TN,Tennessee,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,95,54.43,53.9,43.5,71.8
TN,Tennessee,DEPRESSION,Depression among adults,Health Outcomes,95,30.8,31.2,25.2,35.1
TN,Tennessee,DIABETES,Diagnosed diabetes among adults,Health Outcomes,95,12.33,12.3,8.5,17.8
TN,Tennessee,DISABILITY,Any disability among adults,Disability,95,37.42,37.6,24.6,47.5
TN,Tennessee,GHLTH,Fair or poor self-rated health status among adults,Health Status,95,23.97,23.9,13.4,35.8
TN,Tennessee,HEARING,Hearing disability among adults,Disability,95,7.58,7.7,5.4,10.0
TN,Tennessee,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,95,34.47,34.5,32.1,36.7
TN,Tennessee,INDEPLIVE,Independent living disability among adults,Disability,95,10.55,10.6,5.7,15.8
TN,Tennessee,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,95,28.38,28.8,17.3,39.0
TN,Tennessee,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,95,71.9,71.9,64.2,80.1
TN,Tennessee,MHLTH,Frequent mental distress among adults,Health Status,95,21.69,22.0,16.0,25.7
TN,Tennessee,MOBILITY,Mobility disability among adults,Disability,95,15.9,16.0,9.0,23.0
TN,Tennessee,OBESITY,Obesity among adults,Health Outcomes,95,39.85,39.8,28.7,47.3
TN,Tennessee,PHLTH,Frequent physical distress among adults,Health Status,95,15.69,15.8,10.1,20.6
TN,Tennessee,SELFCARE,Self-care disability among adults,Disability,95,4.24,4.2,2.1,7.5
TN,Tennessee,SLEEP,Short sleep duration among adults,Health Risk Behaviors,95,39.96,39.7,33.7,46.6
TN,Tennessee,STROKE,Stroke among adults,Health Outcomes,95,3.48,3.5,2.2,5.2
TN,Tennessee,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,95,18.25,18.5,3.8,34.3
TN,Tennessee,VISION,Vision disability among adults,Disability,95,5.77,5.8,2.9,10.0
TX,Texas,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,253,21.03,19.0,10.3,43.7
TX,Texas,ARTHRITIS,Arthritis among adults,Health Outcomes,253,22.36,22.5,18.3,26.6
TX,Texas,BINGE,Binge drinking among adults,Health Risk Behaviors,253,17.97,18.0,14.2,20.9
TX,Texas,BPHIGH,High blood pressure among adults,Health Outcomes,253,33.56,33.5,28.0,40.0
TX,Texas,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,253,57.99,57.9,55.5,61.4
TX,Texas,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,253,6.17,6.3,4.2,7.1
TX,Texas,CASTHMA,Current asthma among adults,Health Outcomes,253,9.9,9.9,8.6,11.8
TX,Texas,CHD,Coronary heart disease among adults,Health Outcomes,253,5.98,5.9,4.3,8.5
TX,Texas,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,253,72.19,72.2,69.1,76.1
TX,Texas,CHOLSCREEN,Cholesterol screening among adults,Prevention,253,82.81,82.8,78.1,87.2
TX,Texas,COGNITION,Cognitive disability among adults,Disability,253,17.02,17.1,11.2,23.4
TX,Texas,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,253,52.78,52.9,39.4,62.4
TX,Texas,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,253,6.54,6.6,3.9,10.4
TX,Texas,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,253,15.12,15.3,9.0,22.9
TX,Texas,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,253,50.95,50.9,28.8,67.1
TX,Texas,DEPRESSION,Depression among adults,Health Outcomes,253,22.95,23.3,17.6,26.8
TX,Texas,DIABETES,Diagnosed diabetes among adults,Health Outcomes,253,12.59,12.2,8.7,21.5
TX,Texas,DISABILITY,Any disability among adults,Disability,253,33.8,33.8,23.3,46.8
TX,Texas,GHLTH,Fair or poor self-rated health status among adults,Health Status,253,24.12,23.2,14.6,41.9
TX,Texas,HEARING,Hearing disability among adults,Disability,253,6.95,7.0,4.9,9.6
TX,Texas,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,253,32.75,32.7,28.4,36.0
TX,Texas,INDEPLIVE,Independent living disability among adults,Disability,253,9.33,9.3,5.7,14.8
TX,Texas,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,253,30.23,29.6,19.9,48.9
TX,Texas,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,253,70.63,70.5,61.0,79.2
TX,Texas,MHLTH,Frequent mental distress among adults,Health Status,253,18.54,18.5,14.6,22.8
TX,Texas,MOBILITY,Mobility disability among adults,Disability,253,15.02,14.8,9.4,25.2
TX,Texas,OBESITY,Obesity among adults,Health Outcomes,253,37.74,37.5,29.4,48.2
TX,Texas,PHLTH,Frequent physical distress among adults,Health Status,253,14.4,14.4,10.0,20.8
TX,Texas,SELFCARE,Self-care disability among adults,Disability,253,4.42,4.3,2.4,9.2
TX,Texas,SLEEP,Short sleep duration among adults,Health Risk Behaviors,253,39.38,39.5,31.8,45.2
TX,Texas,STROKE,Stroke among adults,Health Outcomes,253,3.3,3.3,2.3,4.8
TX,Texas,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,253,16.4,16.0,6.5,34.9
TX,Texas,VISION,Vision disability among adults,Disability,253,6.58,6.1,3.5,15.5
UT,Utah,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,29,10.32,10.3,6.8,14.0
UT,Utah,ARTHRITIS,Arthritis among adults,Health Outcomes,29,23.7,24.0,20.8,26.1
UT,Utah,BINGE,Binge drinking among adults,Health Risk Behaviors,29,12.21,12.3,8.2,15.3
UT,Utah,BPHIGH,High blood pressure among adults,Health Outcomes,29,28.91,28.8,24.2,34.6
UT,Utah,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,29,50.75,50.5,48.2,53.8
UT,Utah,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,29,7.58,7.6,7.0,7.9
UT,Utah,CASTHMA,Current asthma among adults,Health Outcomes,29,11.04,11.0,9.8,13.3
UT,Utah,CHD,Coronary heart disease among adults,Health Outcomes,29,5.36,5.3,4.3,6.9
UT,Utah,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,29,70.89,70.8,69.0,73.5
UT,Utah,CHOLSCREEN,Cholesterol screening among adults,Prevention,29,79.99,80.1,76.6,83.6
UT,Utah,COGNITION,Cognitive disability among adults,Disability,29,16.23,16.2,12.0,21.5
UT,Utah,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,29,57.21,57.4,51.0,64.5
UT,Utah,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,29,5.53,5.6,3.7,8.0
UT,Utah,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,29,10.19,10.4,6.5,16.2
UT,Utah,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,29,66.52,66.3,55.8,75.9
UT,Utah,DEPRESSION,Depression among adults,Health Outcomes,29,26.78,26.8,22.8,29.6
UT,Utah,DIABETES,Diagnosed diabetes among adults,Health Outcomes,29,9.37,9.3,7.2,13.7
UT,Utah,DISABILITY,Any disability among adults,Disability,29,30.45,30.7,22.4,39.9
UT,Utah,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,29,20.29,20.2,16.7,25.3
UT,Utah,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,29,13.42,12.8,7.9,26.2
UT,Utah,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,29,7.57,7.1,3.8,16.7
UT,Utah,GHLTH,Fair or poor self-rated health status among adults,Health Status,29,17.13,16.8,11.7,25.7
UT,Utah,HEARING,Hearing disability among adults,Disability,29,7.33,7.3,5.9,9.8
UT,Utah,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,29,28.99,29.2,26.9,31.1
UT,Utah,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,29,10.7,10.3,7.2,18.5
UT,Utah,INDEPLIVE,Independent living disability among adults,Disability,29,7.75,7.7,5.3,11.7
UT,Utah,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,29,7.47,7.2,4.9,14.1
UT,Utah,LONELINESS,Loneliness among adults,Health-Related Social Needs,29,32.1,31.9,27.3,35.4
UT,Utah,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,29,19.3,19.2,13.7,24.6
UT,Utah,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,29,69.57,70.8,60.9,76.6
UT,Utah,MHLTH,Frequent mental distress among adults,Health Status,29,17.8,18.1,14.5,21.3
UT,Utah,MOBILITY,Mobility disability among adults,Disability,29,11.63,11.4,8.0,17.9
UT,Utah,OBESITY,Obesity among adults,Health Outcomes,29,31.85,32.8,19.3,37.3
UT,Utah,PHLTH,Frequent physical distress among adults,Health Status,29,13.22,13.1,9.8,17.9
UT,Utah,SELFCARE,Self-care disability among adults,Disability,29,3.22,3.2,2.1,5.0
UT,Utah,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,29,7.46,7.1,4.7,14.0
UT,Utah,SLEEP,Short sleep duration among adults,Health Risk Behaviors,29,34.88,35.2,25.8,39.2
UT,Utah,STROKE,Stroke among adults,Health Outcomes,29,2.89,2.8,2.2,4.2
UT,Utah,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,29,13.65,13.6,7.1,21.2
UT,Utah,VISION,Vision disability among adults,Disability,29,4.53,4.3,3.0,8.1
VA,Virginia,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,133,9.94,9.6,5.2,18.1
VA,Virginia,ARTHRITIS,Arthritis among adults,Health Outcomes,133,25.23,25.4,19.3,28.7
VA,Virginia,BINGE,Binge drinking among adults,Health Risk Behaviors,133,15.82,16.0,11.8,18.2
VA,Virginia,BPHIGH,High blood pressure among adults,Health Outcomes,133,34.34,33.6,26.5,43.4
VA,Virginia,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,133,59.47,59.1,56.6,65.0
VA,Virginia,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,133,6.81,6.9,4.9,7.5
VA,Virginia,CASTHMA,Current asthma among adults,Health Outcomes,133,11.07,11.1,8.9,13.0
VA,Virginia,CHD,Coronary heart disease among adults,Health Outcomes,133,5.82,5.8,3.8,7.5
VA,Virginia,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,133,77.25,77.0,75.1,81.6
VA,Virginia,CHOLSCREEN,Cholesterol screening among adults,Prevention,133,84.75,84.8,80.5,89.2
VA,Virginia,COGNITION,Cognitive disability among adults,Disability,133,16.54,16.4,9.6,21.4
VA,Virginia,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,133,61.19,61.0,54.1,67.5
VA,Virginia,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,133,6.72,6.6,3.2,10.2
VA,Virginia,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,133,15.3,15.0,6.7,22.2
VA,Virginia,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,133,63.2,63.4,50.6,78.3
VA,Virginia,DEPRESSION,Depression among adults,Health Outcomes,133,24.27,24.5,18.7,28.9
VA,Virginia,DIABETES,Diagnosed diabetes among adults,Health Outcomes,133,11.75,11.5,7.8,17.0
VA,Virginia,DISABILITY,Any disability among adults,Disability,133,32.26,32.2,20.4,40.6
VA,Virginia,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,133,22.62,21.9,17.1,30.0
VA,Virginia,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,133,15.98,15.0,5.9,30.3
